Iteration	bike	car	pt	walk
0	0.0	0.0	0.0	0.0
1	0.0	0.0	0.0	0.0
2	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	0.0
4	0.017440825769709914	0.2681971881117637	0.3785371062466631	0.011834846058017441
5	0.023313756896244882	0.28741768998042355	0.42774515038263033	0.024648513970457378
6	0.03034347748709735	0.3023669692116035	0.4641395266061577	0.037017262858159816
7	0.037106246663107315	0.31384588004983094	0.49243637657946254	0.04991991457554725
8	0.044491902473749775	0.32443495283858337	0.5161060686954975	0.06540309663641217
9	0.05125467164975974	0.3336892685531233	0.5350596191493149	0.0814201815269621
10	0.05775048941092721	0.3423206976330308	0.5492970279409147	0.09672539597793202
11	0.06397935575725218	0.3533546894465207	0.5662039508809397	0.10829329062110696
12	0.07189891439757964	0.3611852642819007	0.5788396511834846	0.12084000711870439
13	0.0798184730379071	0.36777006584801564	0.5941448656344546	0.13249688556682684
14	0.08658124221391707	0.3736429969745506	0.606513614522157	0.14424274781989677
15	0.09263214095034704	0.3805837337604556	0.6167467520911194	0.15563267485317672
16	0.099928812956042	0.38868126001067804	0.6297383876134544	0.16800142374087915
17	0.10695853354689447	0.39241857981847306	0.6408613632318918	0.1800142374087916
18	0.11140772379426944	0.39829151094500803	0.6501156789464317	0.19078127780743906
19	0.11523402740701193	0.402918668802278	0.6586581242213917	0.2024381562555615
20	0.1194162662395444	0.410393308417868	0.6686243103755116	0.21329418045915643
21	0.12377647268197188	0.41377469300587294	0.6784125289197366	0.22415020466275137
22	0.12742480868481937	0.4180459156433529	0.6862431037551165	0.23269264993771133
23	0.13125111229756184	0.4214273002313579	0.6928279053212315	0.24417156077593877
24	0.1348994483004093	0.42569852286883786	0.6997686421071365	0.2530699412706887
25	0.1391706709378893	0.4290799074568429	0.7070653141128315	0.2596547428368037
26	0.1434418935753693	0.43432995194874535	0.7152518241680014	0.26704039864744616
27	0.14611140772379427	0.4386901583911728	0.7209467876846414	0.2743370706531411
28	0.14949279231179927	0.44242747819896777	0.7246841074924364	0.2823456130984161
29	0.15269620928990923	0.4452749599572878	0.7316248442783413	0.28875244705463604
30	0.15643352909770422	0.44758853888592276	0.7366079373554013	0.295337248620751
31	0.1599928812956042	0.4509699234739277	0.7408791599928813	0.3011211959423385
32	0.16381918490834668	0.45346147001245773	0.7451503826303613	0.308506851752981
33	0.16844634276561665	0.4552411461114077	0.7494216052678413	0.3129560420003559
34	0.17316248442783413	0.4577326926499377	0.7540487631251113	0.3202527140060509
35	0.1781455775048941	0.4600462715785727	0.7584979533724862	0.32612564513258585
36	0.18223883253247908	0.4620039152874177	0.7615234027407012	0.33377825235807085
37	0.18775582843922406	0.46342765616657766	0.7634810464495462	0.3396511834846058
38	0.19104822922228154	0.4665420893397402	0.7656166577682861	0.3442783413418758
39	0.1956753870795515	0.46832176543869014	0.7688200747463961	0.35050720768820076
40	0.199323723082399	0.46992347392774514	0.7720234917245061	0.3558462359850507
41	0.20555258942872398	0.4722370528563801	0.7746930058729311	0.3592276205730557
42	0.21106958533546893	0.4738387613454351	0.7773625200213561	0.36572343833422316
43	0.21462893753336892	0.4766862431037551	0.7803879693895711	0.37017262858159816
44	0.2187221925609539	0.4782879515928101	0.7832354511478911	0.37631251112297565
45	0.22334935041822387	0.47953372486207513	0.7848371596369461	0.3804947499555081
46	0.22762057305570385	0.4806015305214451	0.7869727709556861	0.38743548674141304
47	0.23349350418223883	0.4829151094500801	0.790354155543691	0.39188467698878804
48	0.23829862964940382	0.48558462359850507	0.792489766862431	0.3958889482114255
49	0.24399359316604377	0.4877202349172451	0.7946253781811711	0.3999822032390105
50	0.24968855668268375	0.48878804057661507	0.796227086670226	0.40309663641217297
